Date,TSLA
2018-07-26,20.055999755859375
2018-08-02,24.689332962036133
2018-08-09,22.57933235168457
2018-08-16,21.44266700744629
2018-08-23,20.333999633789062
2018-08-30,18.715999603271484
2018-09-06,19.369333267211914
2018-09-13,19.934667587280273
2018-09-20,20.6386661529541
2018-09-27,19.65333366394043
2018-10-04,17.125333786010742
2018-10-11,18.118667602539062
2018-10-18,19.233333587646484
2018-10-25,22.488000869750977
2018-11-01,23.21066665649414
2018-11-08,22.933332443237305
2018-11-15,22.54599952697754
2018-11-22,23.191333770751953
2018-11-29,23.979999542236328
2018-12-06,24.440000534057617
2018-12-13,22.197999954223633
2018-12-20,21.73933219909668
2018-12-27,20.674667358398438
2019-01-03,22.568666458129883
2019-01-10,23.06999969482422
2019-01-17,19.172666549682617
2019-01-24,20.584667205810547
2019-01-31,21.148000717163086
2019-02-07,20.544666290283203
2019-02-14,20.17066764831543
2019-02-21,20.982667922973633
2019-02-28,18.416000366210938
2019-03-07,19.263999938964844
2019-03-14,18.239999771118164
2019-03-21,18.32200050354004
2019-03-28,19.45400047302246
2019-04-04,18.40399932861328
2019-04-11,18.082000732421875
2019-04-18,17.243999481201172
2019-04-25,15.600666999816895
2019-05-02,16.32266616821289
2019-05-09,15.463333129882812
2019-05-16,12.84866714477539
2019-05-23,12.657333374023438
2019-05-30,13.105999946594238
2019-06-06,13.950667381286621
2019-06-13,15.095333099365234
2019-06-20,14.618000030517578
2019-06-27,15.65999984741211
2019-07-04,15.928000450134277
2019-07-11,16.99066734313965
2019-07-18,17.658666610717773
2019-07-25,16.107332229614258
2019-08-01,15.561332702636719
2019-08-08,14.641332626342773
2019-08-15,14.722000122070312
2019-08-22,14.37266731262207
2019-08-29,14.711999893188477
2019-09-05,16.47333335876465
2019-09-12,16.232667922973633
2019-09-19,15.24666690826416
2019-09-26,16.208667755126953
2019-10-03,16.302000045776367
2019-10-10,17.316667556762695
2019-10-17,16.978666305541992
2019-10-24,21.000667572021484
2019-10-31,21.77199935913086
2019-11-07,23.073999404907227
2019-11-14,23.481332778930664
2019-11-21,22.086000442504883
2019-11-28,22.20199966430664
2019-12-05,23.51333236694336
2019-12-12,26.209999084472656
2019-12-19,28.350000381469727
2019-12-26,27.8886661529541
2020-01-02,32.80933380126953
2020-01-09,34.56666564941406
2020-01-16,37.97066879272461
2020-01-23,38.732666015625
2020-01-30,48.97999954223633
2020-02-06,51.15266799926758
2020-02-13,61.16133117675781
2020-02-20,51.91999816894531
2020-02-27,49.96666717529297
2020-03-05,42.28200149536133
2020-03-12,24.08133316040039
2020-03-19,35.95000076293945
2020-03-26,32.104000091552734
2020-04-02,36.589332580566406
2020-04-09,48.65533447265625
2020-04-16,48.807334899902344
2020-04-23,53.367332458496094
2020-04-30,52.172000885009766
2020-05-07,52.73066711425781
2020-05-14,54.37066650390625
2020-05-21,54.68199920654297
2020-05-28,58.86399841308594
2020-06-04,68.336669921875
2020-06-11,66.11933135986328
2020-06-18,64.0566635131836
2020-06-25,74.64199829101562
2020-07-02,91.05867004394531
2020-07-09,103.06732940673828
2020-07-16,106.15533447265625
2020-07-23,99.94066619873047
2020-07-30,99.00133514404297
2020-08-06,103.65066528320312
2020-08-13,125.23533630371094
2020-08-20,143.54466247558594
2020-08-27,149.1233367919922
2020-09-03,122.09333038330078
2020-09-10,147.25332641601562
2020-09-17,126.78666687011719
2020-09-24,143.00332641601562
2020-10-01,141.76666259765625
2020-10-08,153.76666259765625
2020-10-15,140.8800048828125
2020-10-22,135.33999633789062
2020-10-29,140.32666015625
2020-11-05,139.0433349609375
2020-11-12,162.2133331298828
2020-11-19,191.3333282470703
2020-11-26,189.60667419433594
2020-12-03,201.4933319091797
2020-12-10,207.58999633789062
2020-12-17,215.32666015625
2020-12-24,231.5933380126953
2020-12-31,251.9933319091797
2021-01-07,284.8033447265625
2021-01-14,283.48333740234375
2021-01-21,288.0533447265625
2021-01-28,284.89666748046875
2021-02-04,268.2733459472656
2021-02-11,266.04998779296875
2021-02-18,247.33999633789062
2021-02-25,217.73333740234375
2021-03-04,222.68666076660156
2021-03-11,233.93666076660156
2021-03-18,210.08999633789062
2021-03-25,222.64332580566406
2021-04-01,223.6566619873047
2021-04-08,244.07666015625
2021-04-15,248.0399932861328
2021-04-22,231.46665954589844
2021-04-29,223.64666748046875
2021-05-06,196.6300048828125
2021-05-13,187.82000732421875
2021-05-20,206.3766632080078
2021-05-27,201.7066650390625
2021-06-03,199.5933380126953
2021-06-10,201.6233367919922
2021-06-17,218.85667419433594
2021-06-24,226.56666564941406
2021-07-01,214.88333129882812
2021-07-08,217.7933349609375
2021-07-15,218.42999267578125
2021-07-22,215.66000366210938
2021-07-29,236.97332763671875
2021-08-05,235.94000244140625
2021-08-12,229.663330078125
2021-08-19,237.06666564941406
2021-08-26,244.69667053222656
2021-09-02,251.2899932861328
2021-09-09,251.94332885742188
2021-09-16,250.64666748046875
2021-09-23,260.4366760253906
2021-09-30,260.9166564941406
2021-10-07,270.3599853515625
2021-10-14,288.6000061035156
2021-10-21,345.9533386230469
2021-10-28,404.6199951171875
2021-11-04,355.98333740234375
2021-11-11,363.0033264160156
2021-11-18,372.0
2021-11-25,365.0
2021-12-02,356.32000732421875
2021-12-09,325.3299865722656
2021-12-16,336.2900085449219
2021-12-23,362.0633239746094
2021-12-30,362.7066650390625
2022-01-06,368.739990234375
2022-01-13,331.8833312988281
2022-01-20,312.4700012207031
2022-01-27,301.88665771484375
2022-02-03,310.6666564941406
2022-02-10,307.7966613769531
2022-02-17,254.67999267578125
2022-02-24,293.2966613769531
2022-03-03,286.3233337402344
2022-03-10,280.07666015625
2022-03-17,333.03668212890625
2022-03-24,364.663330078125
2022-03-31,348.586669921875
2022-04-07,340.7900085449219
2022-04-14,325.73333740234375
2022-04-21,293.836669921875
2022-04-28,317.5400085449219
2022-05-05,244.6666717529297
2022-05-12,236.60333251953125
2022-05-19,219.60000610351562
2022-05-26,246.7899932861328
2022-06-02,241.86666870117188
2022-06-09,233.0
2022-06-16,236.086669921875
2022-06-23,228.49000549316406
2022-06-30,231.73333740234375
2022-07-07,237.0399932861328
2022-07-14,247.5
2022-07-21,274.82000732421875
2022-07-28,307.39666748046875
2022-08-04,294.3566589355469
2022-08-11,303.9966735839844
2022-08-18,297.0966796875
2022-08-25,275.6099853515625
2022-09-01,283.70001220703125
2022-09-08,302.6099853515625
2022-09-15,300.79998779296875
2022-09-22,287.80999755859375
2022-09-29,240.80999755859375
2022-10-06,217.24000549316406
2022-10-13,222.0399932861328
2022-10-20,224.63999938964844
2022-10-27,214.97999572753906
2022-11-03,177.58999633789062
2022-11-10,186.9199981689453
2022-11-17,183.1999969482422
2022-11-24,194.6999969482422
2022-12-01,174.0399932861328
2022-12-08,156.8000030517578
2022-12-15,137.57000732421875
2022-12-22,112.70999908447266
2022-12-29,113.63999938964844
