Date,Close
2015-01-01,2025.9000244140625
2015-01-08,2011.27001953125
2015-01-15,2032.1199951171875
2015-01-22,2002.1600341796875
2015-01-29,2041.510009765625
2015-02-05,2068.530029296875
2015-02-12,2099.679931640625
2015-02-19,2113.860107421875
2015-02-26,2098.530029296875
2015-03-05,2040.239990234375
2015-03-12,2099.5
2015-03-19,2061.050048828125
2015-03-26,2059.68994140625
2015-04-02,2081.89990234375
2015-04-09,2106.6298828125
2015-04-16,2107.9599609375
2015-04-23,2106.85009765625
2015-04-30,2080.14990234375
2015-05-07,2098.47998046875
2015-05-14,2125.85009765625
2015-05-21,2123.47998046875
2015-05-28,2114.070068359375
2015-06-04,2105.199951171875
2015-06-11,2100.43994140625
2015-06-18,2108.580078125
2015-06-25,2077.419921875
2015-07-02,2046.6800537109375
2015-07-09,2107.39990234375
2015-07-16,2114.14990234375
2015-07-23,2108.570068359375
2015-07-30,2099.840087890625
2015-08-06,2086.050048828125
2015-08-13,2079.610107421875
2015-08-20,1940.510009765625
2015-08-27,1948.8599853515625
2015-09-03,1942.0400390625
2015-09-10,1995.31005859375
2015-09-17,1938.760009765625
2015-09-24,1920.030029296875
2015-10-01,1995.8299560546875
2015-10-08,1994.239990234375
2015-10-15,2018.93994140625
2015-10-22,2090.35009765625
2015-10-29,2102.31005859375
2015-11-05,2075.0
2015-11-12,2083.580078125
2015-11-19,2088.8701171875
2015-11-26,2079.510009765625
2015-12-03,2047.6199951171875
2015-12-10,2073.070068359375
2015-12-17,2064.2900390625
2015-12-24,2063.360107421875
2015-12-31,1990.260009765625
2016-01-07,1890.280029296875
2016-01-14,1859.3299560546875
2016-01-21,1882.949951171875
2016-01-28,1912.530029296875
2016-02-04,1851.8599853515625
2016-02-11,1926.8199462890625
2016-02-18,1929.800048828125
2016-02-25,1986.449951171875
2016-03-03,1989.260009765625
2016-03-10,2027.219970703125
2016-03-17,2036.7099609375
2016-03-24,2063.949951171875
2016-03-31,2066.659912109375
2016-04-07,2082.419921875
2016-04-14,2102.39990234375
2016-04-21,2095.14990234375
2016-04-28,2051.1201171875
2016-05-05,2064.4599609375
2016-05-12,2047.6300048828125
2016-05-19,2090.5400390625
2016-05-26,2099.330078125
2016-06-02,2119.1201171875
2016-06-09,2071.5
2016-06-16,2085.449951171875
2016-06-23,2070.77001953125
2016-06-30,2099.72998046875
2016-07-07,2152.429931640625
2016-07-14,2173.02001953125
2016-07-21,2166.580078125
2016-07-28,2163.7900390625
2016-08-04,2175.489990234375
2016-08-11,2182.219970703125
2016-08-18,2175.43994140625
2016-08-25,2170.949951171875
2016-09-01,2186.159912109375
2016-09-08,2125.77001953125
2016-09-15,2163.1201171875
2016-09-22,2171.3701171875
2016-09-29,2159.72998046875
2016-10-06,2139.179931640625
2016-10-13,2144.2900390625
2016-10-20,2139.429931640625
2016-10-27,2097.93994140625
2016-11-03,2163.260009765625
2016-11-10,2176.93994140625
2016-11-17,2204.719970703125
2016-11-24,2198.81005859375
2016-12-01,2241.35009765625
2016-12-08,2253.280029296875
2016-12-15,2265.179931640625
2016-12-22,2249.919921875
2016-12-29,2270.75
2017-01-05,2275.320068359375
2017-01-12,2271.889892578125
2017-01-19,2298.3701171875
2017-01-26,2279.550048828125
2017-02-02,2294.669921875
2017-02-09,2349.25
2017-02-16,2362.820068359375
2017-02-23,2395.9599609375
2017-03-02,2362.97998046875
2017-03-09,2385.260009765625
2017-03-16,2348.449951171875
2017-03-23,2361.1298828125
2017-03-30,2352.949951171875
2017-04-06,2344.929931640625
2017-04-13,2338.169921875
2017-04-20,2387.449951171875
2017-04-27,2388.1298828125
2017-05-04,2399.6298828125
2017-05-11,2357.030029296875
2017-05-18,2404.389892578125
2017-05-25,2411.800048828125
2017-06-01,2433.139892578125
2017-06-08,2437.919921875
2017-06-15,2435.610107421875
2017-06-22,2440.68994140625
2017-06-29,2432.5400390625
2017-07-06,2443.25
2017-07-13,2473.830078125
2017-07-20,2477.830078125
2017-07-27,2477.570068359375
2017-08-03,2474.02001953125
2017-08-10,2468.110107421875
2017-08-17,2444.0400390625
2017-08-24,2457.590087890625
2017-08-31,2465.5400390625
2017-09-07,2498.3701171875
2017-09-14,2508.239990234375
2017-09-21,2507.0400390625
2017-09-28,2537.739990234375
2017-10-05,2555.239990234375
2017-10-12,2561.260009765625
2017-10-19,2557.14990234375
2017-10-26,2579.360107421875
2017-11-02,2594.3798828125
2017-11-09,2564.6201171875
2017-11-16,2597.080078125
2017-11-23,2626.070068359375
2017-11-30,2629.27001953125
2017-12-07,2662.85009765625
2017-12-14,2679.25
2017-12-21,2682.6201171875
2017-12-28,2713.06005859375
2018-01-04,2748.22998046875
2018-01-11,2802.56005859375
2018-01-18,2837.5400390625
2018-01-25,2823.81005859375
2018-02-01,2681.659912109375
2018-02-08,2698.6298828125
2018-02-15,2701.330078125
2018-02-22,2713.830078125
2018-03-01,2726.800048828125
2018-03-08,2749.47998046875
2018-03-15,2711.929931640625
2018-03-22,2605.0
2018-03-29,2644.68994140625
2018-04-05,2642.18994140625
2018-04-12,2708.639892578125
2018-04-19,2639.39990234375
2018-04-26,2635.669921875
2018-05-03,2697.7900390625
2018-05-10,2722.4599609375
2018-05-17,2733.2900390625
2018-05-24,2724.010009765625
2018-05-31,2772.35009765625
2018-06-07,2775.6298828125
2018-06-14,2767.320068359375
2018-06-21,2699.6298828125
2018-06-28,2713.219970703125
2018-07-05,2774.02001953125
2018-07-12,2815.6201171875
2018-07-19,2846.070068359375
2018-07-26,2813.360107421875
2018-08-02,2857.699951171875
2018-08-09,2818.3701171875
2018-08-16,2861.820068359375
2018-08-23,2914.0400390625
2018-08-30,2888.60009765625
2018-09-06,2888.919921875
2018-09-13,2907.949951171875
2018-09-20,2905.969970703125
2018-09-27,2925.510009765625
2018-10-04,2785.679931640625
2018-10-11,2809.2099609375
2018-10-18,2656.10009765625
2018-10-25,2711.739990234375
2018-11-01,2813.889892578125
2018-11-08,2701.580078125
2018-11-15,2649.929931640625
2018-11-22,2743.7900390625
2018-11-29,2700.06005859375
2018-12-06,2651.070068359375
2018-12-13,2506.9599609375
2018-12-20,2467.699951171875
2018-12-27,2510.030029296875
2019-01-03,2584.9599609375
2019-01-10,2616.10009765625
2019-01-17,2638.699951171875
2019-01-24,2681.050048828125
2019-01-31,2731.610107421875
2019-02-07,2753.030029296875
2019-02-14,2784.699951171875
2019-02-21,2792.3798828125
2019-02-28,2771.449951171875
2019-03-07,2810.919921875
2019-03-14,2824.22998046875
2019-03-21,2805.3701171875
2019-03-28,2873.39990234375
2019-04-04,2888.2099609375
2019-04-11,2900.449951171875
2019-04-18,2927.25
2019-04-25,2923.72998046875
2019-05-02,2879.419921875
2019-05-09,2850.9599609375
2019-05-16,2856.27001953125
2019-05-23,2783.02001953125
2019-05-30,2826.14990234375
2019-06-06,2879.840087890625
2019-06-13,2926.4599609375
2019-06-20,2913.780029296875
2019-06-27,2995.820068359375
2019-07-04,2993.070068359375
2019-07-11,2984.419921875
2019-07-18,3019.56005859375
2019-07-25,2980.3798828125
2019-08-01,2883.97998046875
2019-08-08,2840.60009765625
2019-08-15,2924.429931640625
2019-08-22,2887.93994140625
2019-08-29,2937.780029296875
2019-09-05,3000.929931640625
2019-09-12,3006.72998046875
2019-09-19,2984.8701171875
2019-09-26,2887.610107421875
2019-10-03,2919.39990234375
2019-10-10,2989.68994140625
2019-10-17,3004.52001953125
2019-10-24,3046.77001953125
2019-10-31,3076.780029296875
2019-11-07,3094.0400390625
2019-11-14,3108.4599609375
2019-11-21,3153.6298828125
2019-11-28,3112.760009765625
2019-12-05,3141.6298828125
2019-12-12,3191.139892578125
2019-12-19,3223.3798828125
2019-12-26,3230.780029296875
2020-01-02,3253.050048828125
2020-01-09,3289.2900390625
2020-01-16,3321.75
2020-01-23,3273.39990234375
2020-01-30,3334.68994140625
2020-02-06,3379.449951171875
2020-02-13,3386.14990234375
2020-02-20,3116.389892578125
2020-02-27,3130.1201171875
2020-03-05,2741.3798828125
2020-03-12,2398.10009765625
2020-03-19,2475.56005859375
2020-03-26,2470.5
2020-04-02,2749.97998046875
2020-04-09,2783.360107421875
2020-04-16,2799.31005859375
2020-04-23,2939.510009765625
2020-04-30,2848.419921875
2020-05-07,2820.0
2020-05-14,2971.610107421875
2020-05-21,3036.1298828125
2020-05-28,3122.8701171875
2020-06-04,3190.139892578125
2020-06-11,3113.489990234375
2020-06-18,3050.330078125
2020-06-25,3115.860107421875
2020-07-02,3169.93994140625
2020-07-09,3226.56005859375
2020-07-16,3276.02001953125
2020-07-23,3258.43994140625
2020-07-30,3327.77001953125
2020-08-06,3380.35009765625
2020-08-13,3374.85009765625
2020-08-20,3478.72998046875
2020-08-27,3580.840087890625
