Date,Close
2020-09-03,3398.9599609375
2020-09-10,3385.489990234375
2020-09-17,3236.919921875
2020-09-24,3363.0
2020-10-01,3419.43994140625
2020-10-08,3488.669921875
2020-10-15,3435.56005859375
2020-10-22,3271.030029296875
2020-10-29,3443.43994140625
2020-11-05,3572.659912109375
2020-11-12,3567.7900390625
2020-11-19,3629.64990234375
2020-11-26,3669.010009765625
2020-12-03,3672.820068359375
2020-12-10,3701.169921875
2020-12-17,3690.010009765625
2020-12-24,3732.0400390625
2020-12-31,3748.139892578125
2021-01-07,3809.840087890625
2021-01-14,3851.85009765625
2021-01-21,3750.77001953125
2021-01-28,3830.169921875
2021-02-04,3909.8798828125
2021-02-11,3931.330078125
2021-02-18,3925.429931640625
2021-02-25,3819.719970703125
2021-03-04,3898.81005859375
2021-03-11,3974.1201171875
2021-03-18,3889.139892578125
2021-03-25,3972.889892578125
2021-04-01,4079.949951171875
2021-04-08,4124.66015625
2021-04-15,4173.419921875
2021-04-22,4183.18017578125
2021-04-29,4167.58984375
2021-05-06,4063.0400390625
2021-05-13,4115.68017578125
2021-05-20,4195.990234375
2021-05-27,4208.1201171875
2021-06-03,4219.5498046875
2021-06-10,4223.7001953125
2021-06-17,4241.83984375
2021-06-24,4297.5
2021-07-01,4358.1298828125
2021-07-08,4374.2998046875
2021-07-15,4358.68994140625
2021-07-22,4400.64013671875
2021-07-29,4402.66015625
2021-08-05,4442.41015625
2021-08-12,4400.27001953125
2021-08-19,4496.18994140625
2021-08-26,4524.08984375
2021-09-02,4514.06982421875
2021-09-09,4480.7001953125
2021-09-16,4395.64013671875
2021-09-23,4359.4599609375
2021-09-30,4363.5498046875
2021-10-07,4363.7998046875
2021-10-14,4536.18994140625
2021-10-21,4551.68017578125
2021-10-28,4660.56982421875
2021-11-04,4646.7099609375
2021-11-11,4688.669921875
2021-11-18,4701.4599609375
2021-11-25,4513.0400390625
2021-12-02,4701.2099609375
2021-12-09,4709.85009765625
2021-12-16,4696.56005859375
2021-12-23,4793.06005859375
2021-12-30,4700.580078125
2022-01-06,4726.35009765625
2022-01-13,4532.759765625
2022-01-20,4349.93017578125
2022-01-27,4589.3798828125
2022-02-03,4587.18017578125
2022-02-10,4475.009765625
2022-02-17,4225.5
2022-02-24,4386.5400390625
2022-03-03,4277.8798828125
2022-03-10,4357.85986328125
2022-03-17,4456.240234375
2022-03-24,4602.4501953125
2022-03-31,4481.14990234375
2022-04-07,4446.58984375
2022-04-14,4459.4501953125
2022-04-21,4183.9599609375
2022-04-28,4300.169921875
2022-05-05,3935.179931640625
2022-05-12,3923.679931640625
2022-05-19,3978.72998046875
2022-05-26,4101.22998046875
2022-06-02,4115.77001953125
2022-06-09,3789.989990234375
2022-06-16,3759.889892578125
2022-06-23,3818.830078125
2022-06-30,3845.080078125
2022-07-07,3801.780029296875
2022-07-14,3959.89990234375
2022-07-21,4023.610107421875
2022-07-28,4155.169921875
2022-08-04,4210.240234375
2022-08-11,4274.0400390625
2022-08-18,4140.77001953125
2022-08-25,3955.0
2022-09-01,3979.8701171875
2022-09-08,3946.010009765625
2022-09-15,3789.929931640625
2022-09-22,3719.0400390625
2022-09-29,3783.280029296875
2022-10-06,3577.030029296875
2022-10-13,3695.159912109375
2022-10-20,3830.60009765625
2022-10-27,3759.68994140625
2022-11-03,3748.570068359375
2022-11-10,3958.7900390625
2022-11-17,4027.260009765625
2022-11-24,4080.110107421875
2022-12-01,3933.919921875
2022-12-08,3995.320068359375
2022-12-15,3878.43994140625
2022-12-22,3783.219970703125
2022-12-29,3852.969970703125
