,ds,y,yhat,yhat_lower,yhat_upper
273,2025-02-04,6037.8798828125,4803.88213686267,2672.902684541453,6971.193657340179
274,2025-02-05,6061.47998046875,4807.662073604631,2799.158266047265,6951.9574628654145
275,2025-02-06,6083.56982421875,4811.030857625916,2668.53588066279,7015.233176417668
276,2025-02-07,6025.990234375,4815.243151792403,2705.428963257233,7014.575930486807
277,2025-02-10,6066.43994140625,4824.156843619106,2708.4814729234286,7009.141408139854
278,2025-02-11,6068.5,4826.381692242345,2756.6023653564166,7070.679900308981
279,2025-02-12,6051.97021484375,4828.5371771337595,2673.6382398391024,7039.188741368784
280,2025-02-13,6115.06982421875,4830.061434435409,2652.9684665501045,7085.1537032965625
281,2025-02-14,6114.6298828125,4832.227373440742,2725.845230792861,7059.708886274085
282,2025-02-18,6129.580078125,4833.626838013098,2562.4851409544544,7068.3700040790645
283,2025-02-19,6144.14990234375,4833.094599131719,2628.9544679295773,7107.861537921157
284,2025-02-20,6117.52001953125,4831.88942037219,2643.2303004291075,7106.510465135201
285,2025-02-21,6013.1298828125,4831.315331583622,2554.0465568511736,7118.880149322966
286,2025-02-24,5983.25,4825.131584239536,2618.7495980579524,7121.490087685517
287,2025-02-25,5955.25,4822.2651635921575,2552.8501055397765,7180.2735803796995
288,2025-02-26,5956.06005859375,4819.395111203169,2546.2593368563334,7115.127177009873
289,2025-02-27,5861.56982421875,4816.015886853546,2571.368994599034,7143.067085871483
290,2025-02-28,5954.5,4813.455191226978,2554.3524255726293,7143.725423122834
291,2025-03-03,5849.72021484375,4802.637508280569,2503.774759763282,7138.813679382893
292,2025-03-04,5778.14990234375,4798.722473036785,2445.579751471294,7228.476687272999
293,2025-03-05,5842.6298828125,4795.071921561258,2420.406479023643,7216.057169360364
294,2025-03-06,5738.52001953125,4791.188053774909,2543.654481192901,7173.221122061702
295,2025-03-07,5770.2001953125,4788.403383122431,2394.044876608697,7190.414112633691
296,2025-03-10,5614.56005859375,4778.60225068949,2387.7149254253377,7262.606569176286
297,2025-03-11,5572.06982421875,4775.576123920282,2430.433917162931,7197.705823978998
298,2025-03-12,5599.2998046875,4773.076241483207,2452.0186565050208,7248.011090214067
299,2025-03-13,5521.52001953125,4770.592904571101,2428.907241234592,7360.133700628732
300,2025-03-14,5638.93994140625,4769.444259707447,2377.677050425286,7256.063450641428
301,2025-03-17,5675.1201171875,4765.786295125645,2329.817402710764,7137.5299735066
302,2025-03-18,5614.66015625,4765.149944454438,2335.5900747216847,7273.049419808624
303,2025-03-19,5675.2900390625,4765.171452315758,2313.6291720798945,7274.2473823375085
304,2025-03-20,5662.89013671875,4765.315104579413,2215.47007427611,7315.999605761543
305,2025-03-21,5667.56005859375,4766.871737325728,2229.424596696354,7169.192777297232
306,2025-03-24,5767.56982421875,4771.511574152447,2248.133545776331,7355.547646345793
307,2025-03-25,5776.64990234375,4773.602742451652,2326.641893101216,7287.793066768427
308,2025-03-26,5712.2001953125,4776.282392515644,2182.2436103787386,7377.194054337686
309,2025-03-27,5693.31005859375,4778.98493578517,2237.8470776150657,7431.796055107514
310,2025-03-28,5580.93994140625,4782.971916272927,2264.767657306569,7394.757281484973
311,2025-03-31,5611.85009765625,4793.854192536292,2271.432227397528,7446.070362493059
312,2025-04-01,5633.06982421875,4797.5917211256365,2274.0565523410987,7415.611813476682
313,2025-04-02,5670.97021484375,4801.66298468136,2151.7080591448425,7436.007661667176
314,2025-04-03,5396.52001953125,4805.48353613568,2196.15131688754,7510.928633703927
315,2025-04-04,5074.080078125,4810.298935084385,2140.753397832719,7490.596595407588
316,2025-04-07,5062.25,4821.818033931881,2185.185959216188,7460.773334022697
317,2025-04-08,4982.77001953125,4825.132704146758,2266.8030387479916,7477.945210946665
318,2025-04-09,5456.89990234375,4828.463687665886,2248.970310495062,7524.3682867488415
319,2025-04-10,5268.0498046875,4831.232669554218,2233.7943114199065,7596.045967819157
320,2025-04-11,5363.35986328125,4834.695448813175,2133.7842410243325,7568.196912664624
321,2025-04-14,5405.97021484375,4840.513494534567,2122.8188398957163,7594.935818131044
322,2025-04-15,5396.6298828125,4841.453804692345,2170.0105908391315,7610.325437450394
323,2025-04-16,5275.7001953125,4842.219221279027,2185.3493750586213,7605.397656415679
324,2025-04-17,5282.7001953125,4842.263648983538,2143.8191543011726,7594.810084746237
325,2025-04-21,5158.2001953125,4839.7832129557155,2133.8100215798554,7632.91759051026
326,2025-04-22,5287.759765625,4837.7628395342745,2173.480148334577,7680.895397270835
327,2025-04-23,5375.85986328125,4835.639964655346,2110.10126428712,7682.341273577795
328,2025-04-24,5484.77001953125,4832.908297747579,2001.7136282423392,7645.609838126889
329,2025-04-25,5525.2099609375,4830.897054649178,1986.9913058492962,7685.161894530267
330,2025-04-28,5528.75,4821.185480309,2018.6547586937718,7683.076938403846
331,2025-04-29,5560.830078125,4817.482828674326,2006.9591241529074,7607.88112605052
332,2025-04-30,5569.06005859375,4813.982251946745,2000.9184028519817,7705.706656597119
333,2025-05-01,5604.14013671875,4810.196839593437,1982.7528975311352,7708.245462276693
